image_path,subject_id,gender,hand,finger,finger_index,category,alteration
data/raw/SOCOFing/Altered/Altered-Medium/114__F_Right_thumb_finger_CR.BMP,114,Female,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/114__F_Right_thumb_finger_Obl.BMP,114,Female,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/114__F_Right_thumb_finger_Zcut.BMP,114,Female,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Left_index_finger_CR.BMP,115,Female,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Left_index_finger_Obl.BMP,115,Female,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Left_index_finger_Zcut.BMP,115,Female,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Left_little_finger_CR.BMP,115,Female,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Left_little_finger_Obl.BMP,115,Female,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Left_little_finger_Zcut.BMP,115,Female,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Left_middle_finger_CR.BMP,115,Female,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Left_middle_finger_Obl.BMP,115,Female,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Left_middle_finger_Zcut.BMP,115,Female,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Left_ring_finger_CR.BMP,115,Female,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Left_ring_finger_Obl.BMP,115,Female,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Left_ring_finger_Zcut.BMP,115,Female,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Left_thumb_finger_CR.BMP,115,Female,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Left_thumb_finger_Obl.BMP,115,Female,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Left_thumb_finger_Zcut.BMP,115,Female,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Right_index_finger_CR.BMP,115,Female,Right,index,Right_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Right_index_finger_Obl.BMP,115,Female,Right,index,Right_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Right_index_finger_Zcut.BMP,115,Female,Right,index,Right_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Right_little_finger_CR.BMP,115,Female,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Right_little_finger_Obl.BMP,115,Female,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Right_little_finger_Zcut.BMP,115,Female,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Right_middle_finger_CR.BMP,115,Female,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Right_middle_finger_Obl.BMP,115,Female,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Right_middle_finger_Zcut.BMP,115,Female,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Right_ring_finger_CR.BMP,115,Female,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Right_ring_finger_Obl.BMP,115,Female,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Right_ring_finger_Zcut.BMP,115,Female,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Right_thumb_finger_CR.BMP,115,Female,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Right_thumb_finger_Obl.BMP,115,Female,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/115__F_Right_thumb_finger_Zcut.BMP,115,Female,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Left_index_finger_CR.BMP,116,Male,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Left_index_finger_Obl.BMP,116,Male,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Left_index_finger_Zcut.BMP,116,Male,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Left_little_finger_CR.BMP,116,Male,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Left_little_finger_Obl.BMP,116,Male,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Left_little_finger_Zcut.BMP,116,Male,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Left_middle_finger_CR.BMP,116,Male,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Left_middle_finger_Obl.BMP,116,Male,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Left_middle_finger_Zcut.BMP,116,Male,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Left_ring_finger_CR.BMP,116,Male,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Left_ring_finger_Obl.BMP,116,Male,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Left_ring_finger_Zcut.BMP,116,Male,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Left_thumb_finger_CR.BMP,116,Male,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Left_thumb_finger_Obl.BMP,116,Male,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Left_thumb_finger_Zcut.BMP,116,Male,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Right_index_finger_CR.BMP,116,Male,Right,index,Right_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Right_index_finger_Obl.BMP,116,Male,Right,index,Right_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Right_index_finger_Zcut.BMP,116,Male,Right,index,Right_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Right_little_finger_CR.BMP,116,Male,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Right_little_finger_Obl.BMP,116,Male,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Right_little_finger_Zcut.BMP,116,Male,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Right_middle_finger_CR.BMP,116,Male,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Right_middle_finger_Obl.BMP,116,Male,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Right_middle_finger_Zcut.BMP,116,Male,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Right_ring_finger_CR.BMP,116,Male,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Right_ring_finger_Obl.BMP,116,Male,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Right_ring_finger_Zcut.BMP,116,Male,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Right_thumb_finger_CR.BMP,116,Male,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Right_thumb_finger_Obl.BMP,116,Male,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/116__M_Right_thumb_finger_Zcut.BMP,116,Male,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Left_index_finger_CR.BMP,117,Female,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Left_index_finger_Obl.BMP,117,Female,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Left_index_finger_Zcut.BMP,117,Female,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Left_little_finger_CR.BMP,117,Female,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Left_little_finger_Obl.BMP,117,Female,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Left_little_finger_Zcut.BMP,117,Female,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Left_middle_finger_Obl.BMP,117,Female,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Left_middle_finger_Zcut.BMP,117,Female,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Left_ring_finger_CR.BMP,117,Female,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Left_ring_finger_Obl.BMP,117,Female,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Left_ring_finger_Zcut.BMP,117,Female,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Left_thumb_finger_CR.BMP,117,Female,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Left_thumb_finger_Obl.BMP,117,Female,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Left_thumb_finger_Zcut.BMP,117,Female,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Right_index_finger_Obl.BMP,117,Female,Right,index,Right_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Right_little_finger_CR.BMP,117,Female,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Right_little_finger_Obl.BMP,117,Female,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Right_little_finger_Zcut.BMP,117,Female,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Right_middle_finger_Obl.BMP,117,Female,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Right_middle_finger_Zcut.BMP,117,Female,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Right_ring_finger_CR.BMP,117,Female,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Right_ring_finger_Obl.BMP,117,Female,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Right_ring_finger_Zcut.BMP,117,Female,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Right_thumb_finger_CR.BMP,117,Female,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Right_thumb_finger_Obl.BMP,117,Female,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/117__F_Right_thumb_finger_Zcut.BMP,117,Female,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Left_index_finger_CR.BMP,118,Female,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Left_index_finger_Obl.BMP,118,Female,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Left_index_finger_Zcut.BMP,118,Female,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Left_little_finger_CR.BMP,118,Female,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Left_little_finger_Obl.BMP,118,Female,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Left_little_finger_Zcut.BMP,118,Female,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Left_middle_finger_CR.BMP,118,Female,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Left_middle_finger_Obl.BMP,118,Female,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Left_middle_finger_Zcut.BMP,118,Female,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Left_ring_finger_CR.BMP,118,Female,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Left_ring_finger_Obl.BMP,118,Female,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Left_ring_finger_Zcut.BMP,118,Female,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Left_thumb_finger_CR.BMP,118,Female,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Left_thumb_finger_Obl.BMP,118,Female,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Left_thumb_finger_Zcut.BMP,118,Female,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Right_index_finger_CR.BMP,118,Female,Right,index,Right_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Right_index_finger_Obl.BMP,118,Female,Right,index,Right_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Right_index_finger_Zcut.BMP,118,Female,Right,index,Right_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Right_little_finger_CR.BMP,118,Female,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Right_little_finger_Obl.BMP,118,Female,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Right_little_finger_Zcut.BMP,118,Female,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Right_middle_finger_CR.BMP,118,Female,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Right_middle_finger_Obl.BMP,118,Female,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Right_middle_finger_Zcut.BMP,118,Female,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Right_ring_finger_CR.BMP,118,Female,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Right_ring_finger_Obl.BMP,118,Female,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Right_ring_finger_Zcut.BMP,118,Female,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Right_thumb_finger_CR.BMP,118,Female,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Right_thumb_finger_Obl.BMP,118,Female,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/118__F_Right_thumb_finger_Zcut.BMP,118,Female,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Left_index_finger_CR.BMP,119,Female,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Left_index_finger_Obl.BMP,119,Female,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Left_index_finger_Zcut.BMP,119,Female,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Left_little_finger_CR.BMP,119,Female,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Left_little_finger_Obl.BMP,119,Female,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Left_little_finger_Zcut.BMP,119,Female,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Left_middle_finger_CR.BMP,119,Female,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Left_middle_finger_Obl.BMP,119,Female,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Left_middle_finger_Zcut.BMP,119,Female,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Left_ring_finger_CR.BMP,119,Female,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Left_ring_finger_Obl.BMP,119,Female,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Left_ring_finger_Zcut.BMP,119,Female,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Left_thumb_finger_CR.BMP,119,Female,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Left_thumb_finger_Obl.BMP,119,Female,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Left_thumb_finger_Zcut.BMP,119,Female,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Right_index_finger_CR.BMP,119,Female,Right,index,Right_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Right_index_finger_Obl.BMP,119,Female,Right,index,Right_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Right_index_finger_Zcut.BMP,119,Female,Right,index,Right_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Right_little_finger_CR.BMP,119,Female,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Right_little_finger_Obl.BMP,119,Female,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Right_little_finger_Zcut.BMP,119,Female,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Right_middle_finger_CR.BMP,119,Female,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Right_middle_finger_Obl.BMP,119,Female,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Right_middle_finger_Zcut.BMP,119,Female,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Right_ring_finger_CR.BMP,119,Female,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Right_ring_finger_Obl.BMP,119,Female,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Right_thumb_finger_CR.BMP,119,Female,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Right_thumb_finger_Obl.BMP,119,Female,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/119__F_Right_thumb_finger_Zcut.BMP,119,Female,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Left_index_finger_CR.BMP,11,Male,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Left_index_finger_Obl.BMP,11,Male,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Left_index_finger_Zcut.BMP,11,Male,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Left_little_finger_CR.BMP,11,Male,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Left_little_finger_Obl.BMP,11,Male,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Left_little_finger_Zcut.BMP,11,Male,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Left_middle_finger_CR.BMP,11,Male,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Left_middle_finger_Obl.BMP,11,Male,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Left_middle_finger_Zcut.BMP,11,Male,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Left_ring_finger_CR.BMP,11,Male,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Left_ring_finger_Obl.BMP,11,Male,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Left_ring_finger_Zcut.BMP,11,Male,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Left_thumb_finger_CR.BMP,11,Male,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Left_thumb_finger_Obl.BMP,11,Male,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Left_thumb_finger_Zcut.BMP,11,Male,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Right_index_finger_CR.BMP,11,Male,Right,index,Right_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Right_index_finger_Obl.BMP,11,Male,Right,index,Right_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Right_index_finger_Zcut.BMP,11,Male,Right,index,Right_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Right_little_finger_CR.BMP,11,Male,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Right_little_finger_Obl.BMP,11,Male,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Right_little_finger_Zcut.BMP,11,Male,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Right_middle_finger_CR.BMP,11,Male,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Right_middle_finger_Obl.BMP,11,Male,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Right_middle_finger_Zcut.BMP,11,Male,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Right_ring_finger_CR.BMP,11,Male,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Right_ring_finger_Obl.BMP,11,Male,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Right_ring_finger_Zcut.BMP,11,Male,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Right_thumb_finger_CR.BMP,11,Male,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Right_thumb_finger_Obl.BMP,11,Male,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/11__M_Right_thumb_finger_Zcut.BMP,11,Male,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Left_index_finger_CR.BMP,120,Male,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Left_index_finger_Obl.BMP,120,Male,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Left_index_finger_Zcut.BMP,120,Male,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Left_little_finger_Obl.BMP,120,Male,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Left_middle_finger_Obl.BMP,120,Male,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Left_middle_finger_Zcut.BMP,120,Male,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Left_ring_finger_CR.BMP,120,Male,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Left_ring_finger_Obl.BMP,120,Male,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Left_ring_finger_Zcut.BMP,120,Male,Left,ring,Left_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Left_thumb_finger_CR.BMP,120,Male,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Left_thumb_finger_Obl.BMP,120,Male,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Left_thumb_finger_Zcut.BMP,120,Male,Left,thumb,Left_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Right_index_finger_Obl.BMP,120,Male,Right,index,Right_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Right_little_finger_Obl.BMP,120,Male,Right,little,Right_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Right_middle_finger_Obl.BMP,120,Male,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Right_middle_finger_Zcut.BMP,120,Male,Right,middle,Right_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Right_ring_finger_Obl.BMP,120,Male,Right,ring,Right_ring,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/120__M_Right_thumb_finger_Obl.BMP,120,Male,Right,thumb,Right_thumb,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/121__F_Left_index_finger_CR.BMP,121,Female,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/121__F_Left_index_finger_Obl.BMP,121,Female,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/121__F_Left_index_finger_Zcut.BMP,121,Female,Left,index,Left_index,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/121__F_Left_little_finger_CR.BMP,121,Female,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/121__F_Left_little_finger_Obl.BMP,121,Female,Left,little,Left_little,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/121__F_Left_middle_finger_CR.BMP,121,Female,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/121__F_Left_middle_finger_Obl.BMP,121,Female,Left,middle,Left_middle,Altered,medium
data/raw/SOCOFing/Altered/Altered-Medium/121__F_Left_middle_finger_Zcut.BMP,121,Female,Left,middle,Left_middle,Altered,medium
